240	6279
375	5
732	74
2748	74
3036	6373
3827	74
5647	74
6318	74
6612	74
9351	5
12777	74
13859	74
14407	6350
17258	74
17303	4
18394	17
21613	90
21620	81
21637	89
22131	72
22811	72
23011	183
23062	1792
23402	6384
23524	96
24641	58
25087	77
26059	82
26148	80
28166	73
28511	74
28876	75
28877	75
28880	6242
28881	1794
28882	1795
29780	17
29833	72
11223	2
19890	1
21973	59
912	1701
2109	364
3266	1698
5387	1701
5985	1705
6953	1691
14119	365
14675	1696
15278	1693
16175	1697
16876	8
23270	1709
23603	6207
23708	1702
24913	1716
26672	6
27971	1713
28027	61
28047	1701
28094	799
28110	1698
28279	1711
28280	1700
28281	1700
28656	15
28976	1683
29076	6
188	69
2452	204
6793	21
17103	2
17134	67
23483	67
24505	1169
26110	67
27288	67
438	2
1721	13
6432	10
7731	15
8314	7
9890	221
18635	4
23480	17
7527	10
17675	10
25438	5
25978	4
27415	4
209	4467
4180	4268
6401	4270
6424	2
7123	4233
8985	4258
9052	4256
10028	4298
11200	4262
11331	4260
15450	4456
16465	4460
19219	4250
21617	4487
21845	1750
22334	73
22812	95
22916	4439
22994	4436
24409	4480
25468	4240
26766	4509
27637	4369
27751	4375
27873	4270
28460	4466
28915	4220
29401	4463
29741	4468
1773	4
3402	126
5763	100
6967	121
16886	161
26150	39
28673	116
29588	118
202	80
14546	74
18857	3
19676	68
20702	74
2527	1
6309	22
7764	26
16948	2
29259	3
1058	41
1913	8
2196	20
8936	2
9141	6
9802	60
10415	8
10907	7
11221	9
13010	11
16960	8
22330	8
23030	9
23063	8
24137	10
24363	8
25510	24
25562	68
25582	7
27433	9
28886	85
29626	10
4001	14
4306	1
4762	3
5811	16
6608	3
6883	15
9102	1
9269	1
9285	7
10096	12
11416	15
13535	23
19861	16
21056	2
21587	2
21726	1
21751	1
23730	13
23947	6
26111	3
27882	61
27924	28
28310	6
28904	1
29404	2
29511	1
1190	97
1266	103
3663	1
5183	207
6538	46
7261	1
8824	2
11417	196
12945	83
20261	83
20319	31
24744	26
27738	126
28704	1
28894	1
29426	34
850	2
21909	106
682	38
2543	33
8990	29
12808	36
14873	4
26603	33
6632	58
20059	24
21641	57
26775	57
26857	60
2304	2
19389	44
94	4
173	36
1410	5
2691	17
5229	33
7623	6
8051	6
10322	1199
10395	397
10614	8
16686	6
21800	34
22205	31
23221	5
23663	34
25551	14
25903	30
26455	32
28252	47
409	46
3253	35
13664	38
18813	42
22395	34
22623	35
28309	38
14261	4
19390	1
23250	1
29080	11
24380	5
1273	22
1888	4
4892	28
9453	21
12969	25
27574	25
27943	17
28903	108
2056	1
8151	19
17600	17
22524	16
29369	35
7161	1
15095	315
20103	15
1328	27
5583	110
7935	26
11513	117
12963	24
13018	110
14025	24
21621	28
22226	110
29743	47
6026	8
9202	13
9677	12
11004	17
17495	12
20395	13
21791	38
25613	21
28253	18
22313	21
1264	2
3176	19
9213	2
13366	2
14750	2
22110	2
26397	2
27584	2
28290	197
16961	14
29768	12
444	3
1436	2
1683	9
1813	1
3081	1
4020	3
4885	2
6285	4
11949	2
13970	886
18860	1
19016	2
19424	1
23801	3
24483	1
25073	3
25664	2
26800	7
28931	18
29170	30
29644	12
29647	3
1347	23
1593	35
7983	43
19262	27
19982	22
24377	23
25610	27
26194	25
105	14
1262	21
5103	2
10115	7
11210	2
16221	2
20177	7
25676	2
28816	24
6155	4
9889	4
3272	6
12891	60
29331	63
29549	57
568	8
2840	5
4157	18
5179	7
9928	8
11336	7
12533	14
12755	6
13457	9
13619	8
15333	6
17121	12
17742	5
17765	10
18545	8
21596	15
21607	9
23328	6
23592	33
23637	10
27881	42
28907	14
29772	6
3637	104
7742	6
28092	31
28249	6
11082	197
11961	8
958	7
5703	2
6116	2
7503	2
17549	28
17614	79
18755	8
22992	10
26227	2
6780	17
9312	8
14182	21
22428	7
2493	21
4595	22
17651	1
27470	1
28689	22
6081	1
654	2
11633	2
15848	5
19824	28
1757	35
9303	21
27729	28
29542	117
29692	95
8016	18
15641	14
22991	31
881	16
8424	15
11658	1
12786	13
20400	17
21854	55
25619	1
26365	2
27388	26
1149	17
5935	1
22271	14
25442	15
27364	1
15626	11
28086	15
28190	11
3645	5
14707	9
18175	53
25561	8
26205	7
29265	4
29271	30
2136	1
2438	2
6036	25
8806	1
14723	96
29508	3
2333	3
12161	24
15719	13
18746	4
20403	2
21136	25
25134	2
25217	36
26109	1
29094	5
5238	16
5961	46
11520	17
15977	12
29021	11
20147	44
22801	7
8026	6
15923	522
23309	3
29837	1
2150	7
5943	75
7818	7
9111	7
9978	16
14219	8
21574	52
28883	77
29665	7
2145	14
3511	16
4574	16
7929	16
15351	16
23485	2
29592	16
8563	33
26112	2
25526	27
334	29
591	13
3246	13
4426	13
20479	11
22566	14
25594	56
25725	20
2573	5
13511	3
2093	8
4963	22
7223	20
27835	10
29347	14
16615	10
27383	56
29710	7
2675	4
6039	24
13852	4
15959	6
19169	3
24918	3
25784	56
29302	3
29763	22
118	9
874	9
8251	9
9245	9
17755	9
18500	10
19316	4
20401	6
27740	9
28005	9
28080	9
8904	5
25702	6
189	13
1554	13
1557	18
2014	13
18656	24
21589	13
25061	14
25520	13
27540	13
27560	15
28277	13
28306	16
9801	11
25912	12
4718	17
6812	28
27672	24
27441	3
4889	5
6626	10
7953	2
15025	4
18120	2
22087	2
23928	4
28010	2
28040	2
5841	2
13714	1
15539	2
21371	3
23523	1
23985	1
24793	6
25048	6
21602	1
27480	1
27757	4
5407	3
6981	7
12113	4
21070	1
27512	16
7387	1
336	18
17459	2
24218	8
25343	17
1497	23
21206	5
21254	30
25444	103
26881	6
16007	2
25938	2
29663	2
1189	7
21224	4
22103	10
28627	106
2262	1
4725	1
8091	4
9868	1
12007	21
27999	4
319	1
5793	5
6483	4
18694	6
12951	6
23085	12
4057	4
8728	8
9072	17
16812	2
19853	12
19962	5
4352	30
4664	2
24192	9
11781	5
24992	2
2938	3
10631	3
16322	21
23442	1
17794	1
2584	3
19609	2
27389	4
14459	5
17029	5
23610	5
246	3
8877	2
28956	5
29829	2
4654	4
6475	3
25995	6
18602	11
22327	10
23627	8
25428	6
4576	29
7266	40
29448	16
2437	6
4831	6
5653	10
18456	6
27642	74
2881	1
3643	1
26312	4
4992	1
11159	1
11885	1
16390	2
25486	3
26175	2
26729	7
27526	25
29108	3
29226	4
5891	3
21706	38
27381	9
27421	5
1592	1123
21300	1132
806	3
822	26
870	3
26155	3
29194	7
29517	15
203	2
5511	13
22481	15
28807	3
22407	1
8005	4
11850	5
22707	4
24173	2
3216	1
3716	1
5628	4
17336	16
18017	16
1479	5
4339	1
8112	3
8546	4
10995	5
12069	7
26027	3
28235	20
29391	6
4193	10
7713	3
2245	4
6284	27
10618	1
16473	1
19871	2
24196	5
97	4
1820	1
3618	3
3808	2
5054	2
16740	4
28497	4
1059	4
1472	17
6235	17
9041	2
15323	50
17109	15
17137	2
20048	15
20156	2
21938	13
22294	13
23415	40
25547	2
27453	2
27466	4
28270	23
28296	15
4899	1
23634	25
28978	1
777	1
2090	1
10622	1
11248	1
23662	1
24733	1
27198	1
27505	6
2972	1
17780	10
18876	40
23799	10
28902	17
88	2
11940	4
12512	6
23119	7
24927	1530
27605	1
9564	24
10449	4
14395	2
29357	15
5449	9
9701	9
10278	9
19184	16
29718	9
29773	14
8916	9
14876	6
27374	1
23400	12
28753	4
29742	7
11959	1
198	35
10375	52
17732	23
19319	35
20824	35
24991	7
27582	19
27848	36
28395	35
29613	55
29778	46
1400	9
1806	22
2658	23
8592	22
14406	29
15683	9
18170	31
20723	20
21716	19
21761	22
24223	21
24573	7
24747	50
26304	19
26894	8
28307	22
28698	22
744	6
1967	6
3095	16
22803	6
23674	5
25641	11
25656	3
14183	3
21986	458
9084	1
12409	6
23229	4
1236	1
1911	56
4783	2
9388	1
19544	1
21126	1
24129	21
179	5
6511	1
8602	6
24627	11
24639	4
24642	2
24647	1
25436	5
26162	3
26200	11
911	22
4089	21
28208	50
9717	3
10701	4
20577	28
27062	4
9645	6
22665	1
29252	1516
168	12
6555	16
21717	1
22025	11
22102	16
3735	10
17133	5
23895	6
27509	5
25263	1
6907	1
28774	1
26913	2
27296	9
345	9
2385	1
3652	5
9444	2
10789	3
24367	13
28602	33
28826	1
342	19
19078	7
23322	7
25573	4
25659	8
27382	7
2031	8
2646	8
4039	8
6990	8
9525	10
12067	9
12387	9
19331	6
19571	13
20763	8
20909	8
22805	6
25780	8
26019	12
26605	10
26666	8
27413	8
3601	2
5293	1
7085	4
15847	7
465	14
752	3
2877	17
13791	14
20355	2
25018	1
25454	13
28791	15
3960	5
22483	2
1341	2
6695	1
19954	1
21910	2
4509	17
5865	9
7041	251
7470	10
8577	4
16467	12
22202	17
25206	308
28311	12
27617	15
27678	11
29421	15
3928	3
4112	6
24187	2
25699	4
582	2
20543	1
1642	9
1684	4
2507	7
10704	4
13402	4
28244	11
1588	1
17532	1
18710	1
65	9
159	7
29026	3
29783	13
24388	3
28694	4
1811	12
1996	2
11299	2
14789	2
18039	3
18698	2
28312	2
2269	7
3878	7
6906	8
23126	11
24414	9
27156	6
27620	11
28967	12
8840	1
10524	1
13267	1
15602	5
23201	12
23247	2
25793	1
27915	5
29352	4
13856	3
1449	1
23276	10
28265	1
1384	106
2906	1
4221	1
8307	1
23815	1
28977	1
29171	1
3851	3
6360	3
7797	4
9071	4
23286	3
24381	6
25275	10
28719	1
28854	1
2586	1
10888	1
19523	32
23896	1
4620	1
11749	109
17595	1
17807	3
21788	2
25885	4
26839	15
19766	1
25730	6
10155	2
10377	1
6849	1
22072	2
25649	1
26313	2
28250	3
4299	2
7163	3
627	4
9129	5
9558	4
18272	3
18554	4
25888	5
26554	3
26687	3
28377	17
29707	4
888	18
6592	4
25678	1
10775	9
24963	8
29685	9
668	9
4083	11
6535	9
7032	7
9927	9
18221	8
25272	12
25492	8
27688	13
28959	12
9222	2
8650	23
18787	5
20114	1
28999	6
547	1
12048	2
13616	5
28452	3
3456	1
4964	7
8015	1
16851	18
17522	3
21894	1
22021	1
24774	1
24812	1
25577	1
26011	1
26680	9
27753	4
3900	2
23500	5
28056	8
29750	398
26532	4
29473	82
26734	8
27803	3
5574	6
6473	1
3591	1
3691	8
4754	2
4793	1
6524	5
8570	1
9101	1
13215	1
13516	7
909	4
3954	3
13760	6
16067	5
9762	1
12438	3
19942	4
23664	1
29408	5
5040	5
9852	4
18434	4
21161	4
27876	3
28990	1
4059	1
12487	1
14121	1
21122	10
27142	135
21823	1
27989	1
5795	7
10434	7
14582	6
16375	9
21723	11
26505	7
13967	1
750	1
8963	4
11832	109
17279	2
19023	1
19727	1
22986	416
23310	3
27705	1
28724	21
2720	3
5028	3
16732	4
26229	3
3870	6
4542	10
11496	2
12513	3
13992	2
15765	3
16888	2
17018	52
19841	1
24073	1
25470	7
25643	6
25709	6
